year,month,rainfall
2007,6,170.37928571751607
2007,7,145.40785696776584
2007,8,140.03821441764015
2007,9,224.82544955107375
2007,10,144.54571370880257
2007,11,13.79428569360503
2007,12,0.11500000168702432
2008,1,17.23357149945306
2008,2,33.693461574040924
2008,3,14.69576919522996
2008,4,115.4719227179885
2008,5,178.5173073789248
2008,6,173.6907690080026
2008,7,178.50576897295048
2008,8,192.92615428352016
2008,9,260.0665378435156
2008,10,221.69807706056886
2008,11,43.9695510583667
2008,12,9.231538560814583
2009,1,0.07038461725012614
2009,2,0.8199999841073384
2009,3,39.81461540265725
2009,4,109.86730831023307
2009,5,215.65615377997838
2009,6,178.72235056254854
2009,7,148.48943111516544
2009,8,195.39749984669368
2009,9,238.3796433914187
2009,10,187.84071411119243
2009,11,7.997857115098407
2009,12,0.9842856990040413
2010,1,41.99785707804507
2010,2,4.202857186951276
2010,3,11.034999894377375
2010,4,36.248214486786836
2010,5,108.59104481028274
2010,6,164.44321362667583
2010,7,196.55999981266046
2010,8,350.30178593551466
2010,9,280.01250049871
2010,10,210.4110715202987
2010,11,4.941785721041795
2010,12,31.752499900159556
2011,1,1.9689285765135929
2011,2,16.01642872712442
2011,3,107.35107168448822
2011,4,138.0235713106314
2011,5,246.0621427264331
2011,6,222.44607110980095
2011,7,245.4014281948496
2011,8,265.6989287970188
2011,9,317.7740604385866
2011,10,176.02530383983617
2011,11,11.898461606210244
2011,12,1.636428566649556
2012,1,11.954642911242054
2012,2,12.78571428797607
2012,3,26.537278307819726
2012,4,62.97965489488479
2012,5,212.1155168340895
2012,6,110.72344832083789
2012,7,162.48206907183186
2012,8,151.59000032202434
2012,9,308.15999983084095
2012,10,101.89068986385547
2012,11,58.36275883539227
2012,12,6.685172368419067
2013,1,30.596551810744508
2013,2,9.706896434955556
2013,3,25.74448291681193
2013,4,42.09999991259698
2013,5,116.04137925315518
2013,6,168.4244825832931
2013,7,151.1572412158009
2013,8,206.73241411637645
2013,9,291.77482776080484
2013,10,146.90166735084108
2013,11,39.3506667652478
2013,12,16.506333214355013
2014,1,0
2014,2,1.795000011039277
2014,3,14.135666550137103
2014,4,55.65566685131441
2014,5,136.22033323378614
2014,6,124.53000022011497
2014,7,159.23533343349894
2014,8,191.54166628426563
2014,9,152.5156661349659
2014,10,109.44933303842942
2014,11,47.9956665167585
2014,12,5.567666686015825
2015,1,35.555666450100645
2015,2,5.593666667304933
2015,3,56.5456666889911
2015,4,71.70866672371825
2015,5,60.911666332992404
2015,6,120.6123333280906
2015,7,125.69033326574912
2015,8,137.41766667974494
2015,9,200.81100003477187
2015,10,136.8493333972991
2015,11,39.24466655366122
2015,12,35.00533315638701
2016,1,43.77241380255798
2016,2,3.7113792596320647
2016,3,10.301034498124801
2016,4,26.327586079337472
2016,5,105.58724141409941
2016,6,201.05482730468543
2016,7,211.27241503935434
2016,8,210.3010348192063
2016,9,270.67379356432576
2016,10,188.49827598105986
2016,11,62.8517239723226
2016,12,1.9158620550457774
2017,1,38.09137928505139
2017,2,1.7458620497250352
2017,3,34.56793102782605
2017,4,70.29724150099631
2017,5,296.30517191818814
2017,6,160.62586171045132
2017,7,226.3789645238812
2017,8,233.36069018502943
2017,9,212.10655156580793
2017,10,235.55517341389228
2017,11,20.500344768359227
2017,12,31.752413952145083
2018,1,38.9934484774311
2018,2,39.58448240334361
2018,3,34.891034370224034
2018,4,125.20000007106312
2018,5,160.76689687307027
2018,6,148.07448315504814
2018,7,153.0389650281005
2018,8,167.66586196955677
2018,9,17.302758411086838
2019,1,14.758719381623962
2019,2,13.343146917404269
2019,3,4.340138613080862
2019,4,44.60806066571866
2019,5,139.44299288433925
2019,6,110.23254546977196
2019,7,100.03827586687936
2019,8,261.71471206899525
2019,9,180.04620737877903
2019,10,88.55275853408564
2019,11,17.590689815131242
2019,12,1.8948276128362993
2020,1,2.2013793523455485
2020,2,2.464827613881716
2020,3,12.482413787587449
2020,4,60.7811660654904
2020,5,78.87179609721302
2020,6,154.3362054608474
2020,7,137.71154006209287
2020,8,263.6237922019871
2020,9,200.85849684246088
2020,10,146.7572164180427
2020,11,13.96448278716155
2020,12,0.0013793103139975976
2021,1,1.4013793229542928
2021,2,18.759310188606896
2021,3,21.903128055676714
2021,4,197.1737189810411
2021,5,103.57587910356321
2021,6,102.39252449870524
2021,7,121.49698302385814
2021,8,129.08358400207464
2021,9,346.7212322376613
2021,10,194.64448326367776
2021,11,8.35551734506313
2021,12,0
